DATA,CNPJ,MARCA,MODELO,CATEGORIA,VENDAS_UNIDADES,PRECO_MEDIO,ESTOQUE_DISPONIVEL,EM_PROMOCAO
8/10/2025,72.489.915/0001-48,Samsung,Galaxy Watch 7,Smartwatch,3,2410,130,NAO
8/10/2025,72.489.915/0001-48,Apple,Apple Watch X,Smartwatch,4,5851,130,NAO
8/10/2025,72.489.915/0001-48,JBL,Tune 720BT,Fone de Ouvido,15,2499,123,NAO
8/10/2025,72.489.915/0001-48,Sony,WH-1000XM6,Fone de Ouvido,19,2374,24,NAO
8/10/2025,34.888.307/0001-38,Samsung,Galaxy S25,Smartphone,16,3196,125,NAO
8/10/2025,34.888.307/0001-38,Apple,iPhone 16 Pro,Smartphone,19,8564,142,NAO
8/10/2025,34.888.307/0001-38,OPPO,Find X7,Smartphone,15,5913,143,NAO
8/10/2025,34.888.307/0001-38,Xiaomi,14 Ultra,Smartphone,9,2502,37,SIM
8/10/2025,34.888.307/0001-38,Motorola,Edge 50,Smartphone,15,3160,52,NAO
8/10/2025,34.888.307/0001-38,Google,Pixel 9 Pro,Smartphone,5,5430,23,NAO
8/10/2025,34.888.307/0001-38,OnePlus,13 Pro,Smartphone,3,2542,98,SIM
8/10/2025,34.888.307/0001-38,Samsung,Galaxy Tab S9,Tablet,7,4782,94,SIM
8/10/2025,34.888.307/0001-38,Apple,iPad Pro M3,Tablet,20,2621,44,NAO
8/10/2025,34.888.307/0001-38,Samsung,Galaxy Watch 7,Smartwatch,10,6726,68,NAO
8/10/2025,34.888.307/0001-38,Apple,Apple Watch X,Smartwatch,6,6683,114,SIM
8/10/2025,34.888.307/0001-38,JBL,Tune 720BT,Fone de Ouvido,20,7610,113,NAO
8/10/2025,34.888.307/0001-38,Sony,WH-1000XM6,Fone de Ouvido,9,3565,79,NAO
8/10/2025,76.901.174/0001-45,Samsung,Galaxy S25,Smartphone,18,2580,87,NAO
8/10/2025,76.901.174/0001-45,Apple,iPhone 16 Pro,Smartphone,3,2740,103,SIM
8/10/2025,76.901.174/0001-45,OPPO,Find X7,Smartphone,7,6308,88,NAO
8/10/2025,76.901.174/0001-45,Xiaomi,14 Ultra,Smartphone,6,2708,73,NAO
8/10/2025,76.901.174/0001-45,Motorola,Edge 50,Smartphone,10,3992,127,NAO
8/10/2025,76.901.174/0001-45,Google,Pixel 9 Pro,Smartphone,14,6722,53,SIM
8/10/2025,76.901.174/0001-45,OnePlus,13 Pro,Smartphone,9,3351,128,NAO
8/10/2025,76.901.174/0001-45,Samsung,Galaxy Tab S9,Tablet,4,6925,109,NAO
8/10/2025,76.901.174/0001-45,Apple,iPad Pro M3,Tablet,19,1537,23,SIM
8/10/2025,76.901.174/0001-45,Samsung,Galaxy Watch 7,Smartwatch,18,2317,55,SIM
8/10/2025,76.901.174/0001-45,Apple,Apple Watch X,Smartwatch,15,6254,69,NAO
8/10/2025,76.901.174/0001-45,JBL,Tune 720BT,Fone de Ouvido,7,7499,39,NAO
8/10/2025,76.901.174/0001-45,Sony,WH-1000XM6,Fone de Ouvido,20,7351,144,NAO
8/10/2025,88.214.124/0001-39,Samsung,Galaxy S25,Smartphone,16,4449,87,NAO
8/10/2025,88.214.124/0001-39,Apple,iPhone 16 Pro,Smartphone,9,4784,73,NAO
8/10/2025,88.214.124/0001-39,OPPO,Find X7,Smartphone,19,6195,15,NAO
8/10/2025,88.214.124/0001-39,Xiaomi,14 Ultra,Smartphone,8,8071,13,NAO
8/10/2025,88.214.124/0001-39,Motorola,Edge 50,Smartphone,9,2059,100,NAO
8/10/2025,88.214.124/0001-39,Google,Pixel 9 Pro,Smartphone,12,8363,32,NAO
8/10/2025,88.214.124/0001-39,OnePlus,13 Pro,Smartphone,8,4675,87,NAO
8/10/2025,88.214.124/0001-39,Samsung,Galaxy Tab S9,Tablet,19,1871,92,SIM
8/10/2025,88.214.124/0001-39,Apple,iPad Pro M3,Tablet,14,2815,72,NAO
8/10/2025,88.214.124/0001-39,Samsung,Galaxy Watch 7,Smartwatch,19,2520,15,NAO
8/10/2025,88.214.124/0001-39,Apple,Apple Watch X,Smartwatch,17,7664,24,NAO
8/10/2025,88.214.124/0001-39,JBL,Tune 720BT,Fone de Ouvido,4,1920,72,NAO
8/10/2025,88.214.124/0001-39,Sony,WH-1000XM6,Fone de Ouvido,11,5379,47,SIM
8/10/2025,57.170.645/0001-31,Samsung,Galaxy S25,Smartphone,2,5189,44,NAO
8/10/2025,57.170.645/0001-31,Apple,iPhone 16 Pro,Smartphone,17,2430,112,SIM
8/10/2025,57.170.645/0001-31,OPPO,Find X7,Smartphone,13,4028,40,SIM
8/10/2025,57.170.645/0001-31,Xiaomi,14 Ultra,Smartphone,16,2614,114,SIM
8/10/2025,57.170.645/0001-31,Motorola,Edge 50,Smartphone,19,2733,112,NAO
8/10/2025,57.170.645/0001-31,Google,Pixel 9 Pro,Smartphone,6,1916,39,NAO
8/10/2025,57.170.645/0001-31,OnePlus,13 Pro,Smartphone,13,6738,48,NAO
8/10/2025,57.170.645/0001-31,Samsung,Galaxy Tab S9,Tablet,17,2266,23,NAO
8/10/2025,57.170.645/0001-31,Apple,iPad Pro M3,Tablet,9,3531,74,NAO
8/10/2025,57.170.645/0001-31,Samsung,Galaxy Watch 7,Smartwatch,10,4209,46,NAO
8/10/2025,57.170.645/0001-31,Apple,Apple Watch X,Smartwatch,18,2550,72,SIM
8/10/2025,57.170.645/0001-31,JBL,Tune 720BT,Fone de Ouvido,10,3346,17,NAO
8/10/2025,57.170.645/0001-31,Sony,WH-1000XM6,Fone de Ouvido,19,6677,59,SIM
8/10/2025,14.503.463/0001-48,Samsung,Galaxy S25,Smartphone,10,3979,132,NAO
8/10/2025,14.503.463/0001-48,Apple,iPhone 16 Pro,Smartphone,11,3036,93,SIM
8/10/2025,14.503.463/0001-48,OPPO,Find X7,Smartphone,3,1709,131,NAO
8/10/2025,14.503.463/0001-48,Xiaomi,14 Ultra,Smartphone,8,2846,53,NAO
8/10/2025,14.503.463/0001-48,Motorola,Edge 50,Smartphone,11,5197,84,NAO
8/10/2025,14.503.463/0001-48,Google,Pixel 9 Pro,Smartphone,2,8815,56,NAO
8/10/2025,14.503.463/0001-48,OnePlus,13 Pro,Smartphone,5,8587,36,NAO
8/10/2025,14.503.463/0001-48,Samsung,Galaxy Tab S9,Tablet,4,2110,116,NAO
8/10/2025,14.503.463/0001-48,Apple,iPad Pro M3,Tablet,11,7673,33,NAO
8/10/2025,14.503.463/0001-48,Samsung,Galaxy Watch 7,Smartwatch,11,1639,107,NAO
8/10/2025,14.503.463/0001-48,Apple,Apple Watch X,Smartwatch,6,4517,86,NAO
8/10/2025,14.503.463/0001-48,JBL,Tune 720BT,Fone de Ouvido,17,5037,51,NAO
8/10/2025,14.503.463/0001-48,Sony,WH-1000XM6,Fone de Ouvido,12,2816,92,SIM
8/10/2025,36.216.259/0001-17,Samsung,Galaxy S25,Smartphone,15,6930,28,NAO
8/10/2025,36.216.259/0001-17,Apple,iPhone 16 Pro,Smartphone,8,6459,148,NAO
8/10/2025,36.216.259/0001-17,OPPO,Find X7,Smartphone,2,2799,32,NAO
8/10/2025,36.216.259/0001-17,Xiaomi,14 Ultra,Smartphone,16,2418,72,NAO
8/10/2025,36.216.259/0001-17,Motorola,Edge 50,Smartphone,3,5270,62,NAO
8/10/2025,36.216.259/0001-17,Google,Pixel 9 Pro,Smartphone,2,8931,130,NAO
8/10/2025,36.216.259/0001-17,OnePlus,13 Pro,Smartphone,9,2911,108,NAO
8/10/2025,36.216.259/0001-17,Samsung,Galaxy Tab S9,Tablet,1,5307,38,NAO
8/10/2025,36.216.259/0001-17,Apple,iPad Pro M3,Tablet,11,2710,16,NAO
8/10/2025,36.216.259/0001-17,Samsung,Galaxy Watch 7,Smartwatch,9,8145,120,NAO
8/10/2025,36.216.259/0001-17,Apple,Apple Watch X,Smartwatch,1,2899,33,NAO
8/10/2025,36.216.259/0001-17,JBL,Tune 720BT,Fone de Ouvido,5,6842,47,SIM
8/10/2025,36.216.259/0001-17,Sony,WH-1000XM6,Fone de Ouvido,4,7415,84,SIM
8/10/2025,49.767.539/0001-22,Samsung,Galaxy S25,Smartphone,14,3078,128,NAO
8/10/2025,49.767.539/0001-22,Apple,iPhone 16 Pro,Smartphone,1,2811,29,NAO
8/10/2025,49.767.539/0001-22,OPPO,Find X7,Smartphone,6,4718,20,NAO
8/10/2025,49.767.539/0001-22,Xiaomi,14 Ultra,Smartphone,13,4057,63,NAO
8/10/2025,49.767.539/0001-22,Motorola,Edge 50,Smartphone,16,7629,44,SIM
8/10/2025,49.767.539/0001-22,Google,Pixel 9 Pro,Smartphone,10,7440,96,NAO
8/10/2025,49.767.539/0001-22,OnePlus,13 Pro,Smartphone,11,7317,31,NAO
8/10/2025,49.767.539/0001-22,Samsung,Galaxy Tab S9,Tablet,14,8248,111,NAO
8/10/2025,49.767.539/0001-22,Apple,iPad Pro M3,Tablet,14,4870,45,NAO
8/10/2025,49.767.539/0001-22,Samsung,Galaxy Watch 7,Smartwatch,12,6357,29,NAO
8/10/2025,49.767.539/0001-22,Apple,Apple Watch X,Smartwatch,18,2144,33,NAO
8/10/2025,49.767.539/0001-22,JBL,Tune 720BT,Fone de Ouvido,4,1701,54,NAO
8/10/2025,49.767.539/0001-22,Sony,WH-1000XM6,Fone de Ouvido,18,4314,119,NAO
8/10/2025,70.717.294/0001-57,Samsung,Galaxy S25,Smartphone,1,8450,123,NAO
8/10/2025,70.717.294/0001-57,Apple,iPhone 16 Pro,Smartphone,19,5362,37,NAO
8/10/2025,70.717.294/0001-57,OPPO,Find X7,Smartphone,13,7048,143,SIM
8/10/2025,70.717.294/0001-57,Xiaomi,14 Ultra,Smartphone,20,7852,38,NAO
8/10/2025,70.717.294/0001-57,Motorola,Edge 50,Smartphone,16,6852,132,NAO
8/10/2025,70.717.294/0001-57,Google,Pixel 9 Pro,Smartphone,2,7632,133,NAO
8/10/2025,70.717.294/0001-57,OnePlus,13 Pro,Smartphone,3,3953,48,NAO
8/10/2025,70.717.294/0001-57,Samsung,Galaxy Tab S9,Tablet,2,2537,86,NAO
8/10/2025,70.717.294/0001-57,Apple,iPad Pro M3,Tablet,11,8153,98,NAO
8/10/2025,70.717.294/0001-57,Samsung,Galaxy Watch 7,Smartwatch,19,8152,93,SIM
8/10/2025,70.717.294/0001-57,Apple,Apple Watch X,Smartwatch,3,3459,100,NAO
8/10/2025,70.717.294/0001-57,JBL,Tune 720BT,Fone de Ouvido,19,8862,28,SIM
8/10/2025,70.717.294/0001-57,Sony,WH-1000XM6,Fone de Ouvido,6,3574,19,NAO
8/10/2025,34.172.502/0001-38,Samsung,Galaxy S25,Smartphone,12,4176,117,NAO
8/10/2025,34.172.502/0001-38,Apple,iPhone 16 Pro,Smartphone,2,1679,146,NAO
8/10/2025,34.172.502/0001-38,OPPO,Find X7,Smartphone,11,4728,78,NAO
8/10/2025,34.172.502/0001-38,Xiaomi,14 Ultra,Smartphone,5,4198,99,NAO
8/10/2025,34.172.502/0001-38,Motorola,Edge 50,Smartphone,17,3111,69,SIM
8/10/2025,34.172.502/0001-38,Google,Pixel 9 Pro,Smartphone,2,3395,76,NAO
8/10/2025,34.172.502/0001-38,OnePlus,13 Pro,Smartphone,5,2471,114,SIM
8/10/2025,34.172.502/0001-38,Samsung,Galaxy Tab S9,Tablet,5,7943,13,NAO
8/10/2025,34.172.502/0001-38,Apple,iPad Pro M3,Tablet,8,2288,134,NAO
8/10/2025,34.172.502/0001-38,Samsung,Galaxy Watch 7,Smartwatch,15,8104,123,SIM
8/10/2025,34.172.502/0001-38,Apple,Apple Watch X,Smartwatch,4,5840,109,SIM
8/10/2025,34.172.502/0001-38,JBL,Tune 720BT,Fone de Ouvido,15,8641,82,NAO
8/10/2025,34.172.502/0001-38,Sony,WH-1000XM6,Fone de Ouvido,11,7422,81,NAO
8/10/2025,82.978.940/0001-34,Samsung,Galaxy S25,Smartphone,5,6291,96,SIM
8/10/2025,82.978.940/0001-34,Apple,iPhone 16 Pro,Smartphone,17,3722,43,NAO
8/10/2025,82.978.940/0001-34,OPPO,Find X7,Smartphone,17,6683,99,SIM
8/10/2025,82.978.940/0001-34,Xiaomi,14 Ultra,Smartphone,16,8182,51,NAO
8/10/2025,82.978.940/0001-34,Motorola,Edge 50,Smartphone,16,4149,48,NAO
8/10/2025,82.978.940/0001-34,Google,Pixel 9 Pro,Smartphone,5,4542,118,NAO
8/10/2025,82.978.940/0001-34,OnePlus,13 Pro,Smartphone,17,3178,18,NAO
8/10/2025,82.978.940/0001-34,Samsung,Galaxy Tab S9,Tablet,1,8957,126,SIM
8/10/2025,82.978.940/0001-34,Apple,iPad Pro M3,Tablet,4,6598,134,NAO
8/10/2025,82.978.940/0001-34,Samsung,Galaxy Watch 7,Smartwatch,19,5518,114,NAO
8/10/2025,82.978.940/0001-34,Apple,Apple Watch X,Smartwatch,18,6146,138,NAO
8/10/2025,82.978.940/0001-34,JBL,Tune 720BT,Fone de Ouvido,10,2981,132,NAO
8/10/2025,82.978.940/0001-34,Sony,WH-1000XM6,Fone de Ouvido,7,4740,51,NAO
8/10/2025,93.995.333/0001-64,Samsung,Galaxy S25,Smartphone,15,2154,87,NAO
8/10/2025,93.995.333/0001-64,Apple,iPhone 16 Pro,Smartphone,14,8212,116,NAO
8/10/2025,93.995.333/0001-64,OPPO,Find X7,Smartphone,12,7023,66,SIM
8/10/2025,93.995.333/0001-64,Xiaomi,14 Ultra,Smartphone,6,7472,115,SIM
8/10/2025,93.995.333/0001-64,Motorola,Edge 50,Smartphone,11,7377,61,NAO
8/10/2025,93.995.333/0001-64,Google,Pixel 9 Pro,Smartphone,5,5906,130,NAO
8/10/2025,93.995.333/0001-64,OnePlus,13 Pro,Smartphone,7,4603,43,NAO
8/10/2025,93.995.333/0001-64,Samsung,Galaxy Tab S9,Tablet,18,6386,131,NAO
8/10/2025,93.995.333/0001-64,Apple,iPad Pro M3,Tablet,7,1600,78,SIM
8/10/2025,93.995.333/0001-64,Samsung,Galaxy Watch 7,Smartwatch,2,7078,33,NAO
8/10/2025,93.995.333/0001-64,Apple,Apple Watch X,Smartwatch,10,2168,15,NAO
8/10/2025,93.995.333/0001-64,JBL,Tune 720BT,Fone de Ouvido,1,4164,149,NAO
8/10/2025,93.995.333/0001-64,Sony,WH-1000XM6,Fone de Ouvido,16,6050,117,NAO
8/10/2025,42.354.377/0001-66,Samsung,Galaxy S25,Smartphone,14,3066,10,NAO
8/10/2025,42.354.377/0001-66,Apple,iPhone 16 Pro,Smartphone,1,1502,47,NAO
8/10/2025,42.354.377/0001-66,OPPO,Find X7,Smartphone,18,2975,59,NAO
8/10/2025,42.354.377/0001-66,Xiaomi,14 Ultra,Smartphone,6,7140,97,NAO
8/10/2025,42.354.377/0001-66,Motorola,Edge 50,Smartphone,4,7651,121,NAO
8/10/2025,42.354.377/0001-66,Google,Pixel 9 Pro,Smartphone,3,7862,81,SIM
8/10/2025,42.354.377/0001-66,OnePlus,13 Pro,Smartphone,4,5884,52,NAO
8/10/2025,42.354.377/0001-66,Samsung,Galaxy Tab S9,Tablet,16,5873,51,NAO
8/10/2025,42.354.377/0001-66,Apple,iPad Pro M3,Tablet,11,1595,17,NAO
8/10/2025,42.354.377/0001-66,Samsung,Galaxy Watch 7,Smartwatch,15,7857,147,SIM
8/10/2025,42.354.377/0001-66,Apple,Apple Watch X,Smartwatch,3,1852,121,SIM
8/10/2025,42.354.377/0001-66,JBL,Tune 720BT,Fone de Ouvido,3,6662,54,NAO
8/10/2025,42.354.377/0001-66,Sony,WH-1000XM6,Fone de Ouvido,9,3445,14,NAO
8/10/2025,38.260.360/0001-11,Samsung,Galaxy S25,Smartphone,1,1621,72,NAO
8/10/2025,38.260.360/0001-11,Apple,iPhone 16 Pro,Smartphone,19,8321,20,NAO
8/10/2025,38.260.360/0001-11,OPPO,Find X7,Smartphone,17,3986,80,NAO
8/10/2025,38.260.360/0001-11,Xiaomi,14 Ultra,Smartphone,9,7913,79,NAO
8/10/2025,38.260.360/0001-11,Motorola,Edge 50,Smartphone,16,5045,121,NAO
8/10/2025,38.260.360/0001-11,Google,Pixel 9 Pro,Smartphone,4,6100,24,NAO
8/10/2025,38.260.360/0001-11,OnePlus,13 Pro,Smartphone,15,2785,119,NAO
8/10/2025,38.260.360/0001-11,Samsung,Galaxy Tab S9,Tablet,5,3493,118,NAO
8/10/2025,38.260.360/0001-11,Apple,iPad Pro M3,Tablet,14,6131,147,NAO
8/10/2025,38.260.360/0001-11,Samsung,Galaxy Watch 7,Smartwatch,9,2582,79,NAO
8/10/2025,38.260.360/0001-11,Apple,Apple Watch X,Smartwatch,3,1830,135,NAO
8/10/2025,38.260.360/0001-11,JBL,Tune 720BT,Fone de Ouvido,2,6796,136,NAO
8/10/2025,38.260.360/0001-11,Sony,WH-1000XM6,Fone de Ouvido,8,8785,106,NAO
8/10/2025,58.921.136/0001-48,Samsung,Galaxy S25,Smartphone,5,8475,35,NAO
8/10/2025,58.921.136/0001-48,Apple,iPhone 16 Pro,Smartphone,13,5899,65,NAO
8/10/2025,58.921.136/0001-48,OPPO,Find X7,Smartphone,5,7982,94,SIM
8/10/2025,58.921.136/0001-48,Xiaomi,14 Ultra,Smartphone,8,7387,99,NAO
8/10/2025,58.921.136/0001-48,Motorola,Edge 50,Smartphone,13,3474,92,NAO
8/10/2025,58.921.136/0001-48,Google,Pixel 9 Pro,Smartphone,5,4223,54,NAO
8/10/2025,58.921.136/0001-48,OnePlus,13 Pro,Smartphone,13,4478,144,NAO
8/10/2025,58.921.136/0001-48,Samsung,Galaxy Tab S9,Tablet,16,6141,141,NAO
8/10/2025,58.921.136/0001-48,Apple,iPad Pro M3,Tablet,6,6776,85,NAO
8/10/2025,58.921.136/0001-48,Samsung,Galaxy Watch 7,Smartwatch,11,1535,125,SIM
8/10/2025,58.921.136/0001-48,Apple,Apple Watch X,Smartwatch,15,2483,60,NAO
8/10/2025,58.921.136/0001-48,JBL,Tune 720BT,Fone de Ouvido,1,7118,18,NAO
8/10/2025,58.921.136/0001-48,Sony,WH-1000XM6,Fone de Ouvido,1,3369,142,NAO
8/10/2025,62.961.372/0001-82,Samsung,Galaxy S25,Smartphone,1,4256,44,NAO
8/10/2025,62.961.372/0001-82,Apple,iPhone 16 Pro,Smartphone,2,2029,100,NAO
8/10/2025,62.961.372/0001-82,OPPO,Find X7,Smartphone,18,2929,45,NAO
8/10/2025,62.961.372/0001-82,Xiaomi,14 Ultra,Smartphone,4,6546,128,NAO
8/10/2025,62.961.372/0001-82,Motorola,Edge 50,Smartphone,10,8249,61,NAO
8/10/2025,62.961.372/0001-82,Google,Pixel 9 Pro,Smartphone,7,2826,74,SIM
8/10/2025,62.961.372/0001-82,OnePlus,13 Pro,Smartphone,11,3954,108,NAO
8/10/2025,62.961.372/0001-82,Samsung,Galaxy Tab S9,Tablet,17,2264,40,NAO
8/10/2025,62.961.372/0001-82,Apple,iPad Pro M3,Tablet,14,4465,31,NAO
8/10/2025,62.961.372/0001-82,Samsung,Galaxy Watch 7,Smartwatch,7,8136,56,SIM
8/10/2025,62.961.372/0001-82,Apple,Apple Watch X,Smartwatch,4,5802,52,NAO
8/10/2025,62.961.372/0001-82,JBL,Tune 720BT,Fone de Ouvido,13,8749,24,NAO
8/10/2025,62.961.372/0001-82,Sony,WH-1000XM6,Fone de Ouvido,6,2869,58,SIM
8/10/2025,97.710.598/0001-94,Samsung,Galaxy S25,Smartphone,4,8605,128,SIM
8/10/2025,97.710.598/0001-94,Apple,iPhone 16 Pro,Smartphone,3,2383,46,NAO
8/10/2025,97.710.598/0001-94,OPPO,Find X7,Smartphone,17,5158,16,NAO
8/10/2025,97.710.598/0001-94,Xiaomi,14 Ultra,Smartphone,14,5650,92,NAO
8/10/2025,97.710.598/0001-94,Motorola,Edge 50,Smartphone,20,7268,147,NAO
8/10/2025,97.710.598/0001-94,Google,Pixel 9 Pro,Smartphone,1,5463,55,NAO
8/10/2025,97.710.598/0001-94,OnePlus,13 Pro,Smartphone,1,8138,18,NAO
8/10/2025,97.710.598/0001-94,Samsung,Galaxy Tab S9,Tablet,12,6920,130,NAO
8/10/2025,97.710.598/0001-94,Apple,iPad Pro M3,Tablet,6,4980,58,NAO
8/10/2025,97.710.598/0001-94,Samsung,Galaxy Watch 7,Smartwatch,20,8546,97,SIM
8/10/2025,97.710.598/0001-94,Apple,Apple Watch X,Smartwatch,3,6473,62,NAO
8/10/2025,97.710.598/0001-94,JBL,Tune 720BT,Fone de Ouvido,3,2230,79,SIM
8/10/2025,97.710.598/0001-94,Sony,WH-1000XM6,Fone de Ouvido,12,6152,130,NAO
8/11/2025,55.666.777/0001-00,Samsung,Galaxy S25,Smartphone,10,4960,48,NAO
8/11/2025,55.666.777/0001-00,Apple,iPhone 16 Pro,Smartphone,2,6738,120,NAO
8/11/2025,55.666.777/0001-00,OPPO,Find X7,Smartphone,12,7915,127,NAO
8/11/2025,55.666.777/0001-00,Xiaomi,14 Ultra,Smartphone,17,1880,53,NAO
8/11/2025,55.666.777/0001-00,Motorola,Edge 50,Smartphone,3,6614,99,NAO
8/11/2025,55.666.777/0001-00,Google,Pixel 9 Pro,Smartphone,1,2066,24,NAO
8/11/2025,55.666.777/0001-00,OnePlus,13 Pro,Smartphone,15,2746,90,SIM
8/11/2025,55.666.777/0001-00,Samsung,Galaxy Tab S9,Tablet,1,4914,36,NAO
8/11/2025,55.666.777/0001-00,Apple,iPad Pro M3,Tablet,13,6450,89,NAO
8/11/2025,55.666.777/0001-00,Samsung,Galaxy Watch 7,Smartwatch,1,5041,129,NAO
8/11/2025,55.666.777/0001-00,Apple,Apple Watch X,Smartwatch,1,4127,69,NAO
8/11/2025,55.666.777/0001-00,JBL,Tune 720BT,Fone de Ouvido,13,8709,113,NAO
8/11/2025,55.666.777/0001-00,Sony,WH-1000XM6,Fone de Ouvido,1,8329,42,SIM
8/11/2025,55.666.777/0001-00,Samsung,Galaxy S25,Smartphone,10,5522,10,NAO
8/11/2025,55.666.777/0001-00,Apple,iPhone 16 Pro,Smartphone,3,4261,70,NAO
8/11/2025,55.666.777/0001-00,OPPO,Find X7,Smartphone,1,4820,121,NAO
8/11/2025,55.666.777/0001-00,Xiaomi,14 Ultra,Smartphone,20,1637,86,NAO
8/11/2025,55.666.777/0001-00,Motorola,Edge 50,Smartphone,12,4870,30,NAO
8/11/2025,55.666.777/0001-00,Google,Pixel 9 Pro,Smartphone,17,7828,30,SIM
8/11/2025,55.666.777/0001-00,OnePlus,13 Pro,Smartphone,15,3989,48,NAO
8/11/2025,55.666.777/0001-00,Samsung,Galaxy Tab S9,Tablet,8,7209,70,NAO
8/11/2025,55.666.777/0001-00,Apple,iPad Pro M3,Tablet,1,8244,15,NAO
8/11/2025,55.666.777/0001-00,Samsung,Galaxy Watch 7,Smartwatch,5,3669,95,SIM
8/11/2025,55.666.777/0001-00,Apple,Apple Watch X,Smartwatch,2,3979,27,NAO
8/11/2025,55.666.777/0001-00,JBL,Tune 720BT,Fone de Ouvido,15,5089,53,NAO
8/11/2025,55.666.777/0001-00,Sony,WH-1000XM6,Fone de Ouvido,8,8653,30,NAO
8/11/2025,55.666.777/0001-01,Samsung,Galaxy S25,Smartphone,4,3690,88,NAO
8/11/2025,55.666.777/0001-01,Apple,iPhone 16 Pro,Smartphone,14,6675,63,NAO
8/11/2025,55.666.777/0001-01,OPPO,Find X7,Smartphone,14,2395,107,NAO
8/11/2025,55.666.777/0001-01,Xiaomi,14 Ultra,Smartphone,14,8791,126,NAO
8/11/2025,55.666.777/0001-01,Motorola,Edge 50,Smartphone,4,1655,122,NAO
8/11/2025,55.666.777/0001-01,Google,Pixel 9 Pro,Smartphone,10,5439,131,NAO
8/11/2025,55.666.777/0001-01,OnePlus,13 Pro,Smartphone,2,5237,50,NAO
8/11/2025,55.666.777/0001-01,Samsung,Galaxy Tab S9,Tablet,20,5277,105,NAO
8/11/2025,55.666.777/0001-01,Apple,iPad Pro M3,Tablet,16,4347,80,NAO
8/11/2025,55.666.777/0001-01,Samsung,Galaxy Watch 7,Smartwatch,18,8241,144,NAO
8/11/2025,55.666.777/0001-01,Apple,Apple Watch X,Smartwatch,16,7164,10,NAO
8/11/2025,55.666.777/0001-01,JBL,Tune 720BT,Fone de Ouvido,16,4854,81,NAO
8/11/2025,55.666.777/0001-01,Sony,WH-1000XM6,Fone de Ouvido,7,4707,48,SIM
8/11/2025,55.666.777/0001-02,Samsung,Galaxy S25,Smartphone,13,5534,73,SIM
8/11/2025,55.666.777/0001-02,Apple,iPhone 16 Pro,Smartphone,12,2653,15,NAO
8/11/2025,55.666.777/0001-02,OPPO,Find X7,Smartphone,6,8361,107,NAO
8/11/2025,55.666.777/0001-02,Xiaomi,14 Ultra,Smartphone,16,3506,123,SIM
8/11/2025,55.666.777/0001-02,Motorola,Edge 50,Smartphone,16,5191,13,NAO
8/11/2025,55.666.777/0001-02,Google,Pixel 9 Pro,Smartphone,4,3938,143,NAO
8/11/2025,55.666.777/0001-02,OnePlus,13 Pro,Smartphone,7,6395,66,NAO
8/11/2025,55.666.777/0001-02,Samsung,Galaxy Tab S9,Tablet,1,6528,114,SIM
8/11/2025,55.666.777/0001-02,Apple,iPad Pro M3,Tablet,16,7162,98,NAO
8/11/2025,55.666.777/0001-02,Samsung,Galaxy Watch 7,Smartwatch,18,2625,147,NAO
8/11/2025,55.666.777/0001-02,Apple,Apple Watch X,Smartwatch,17,1785,96,SIM
8/11/2025,55.666.777/0001-02,JBL,Tune 720BT,Fone de Ouvido,19,4677,137,NAO
8/11/2025,55.666.777/0001-02,Sony,WH-1000XM6,Fone de Ouvido,8,1804,69,SIM
8/11/2025,55.666.777/0001-03,Samsung,Galaxy S25,Smartphone,13,5839,91,NAO
8/11/2025,55.666.777/0001-03,Apple,iPhone 16 Pro,Smartphone,4,2402,11,NAO
8/11/2025,55.666.777/0001-03,OPPO,Find X7,Smartphone,17,7872,77,NAO
8/11/2025,55.666.777/0001-03,Xiaomi,14 Ultra,Smartphone,15,8984,115,NAO
8/11/2025,55.666.777/0001-03,Motorola,Edge 50,Smartphone,18,7039,40,NAO
8/11/2025,55.666.777/0001-03,Google,Pixel 9 Pro,Smartphone,1,6342,115,NAO
8/11/2025,55.666.777/0001-03,OnePlus,13 Pro,Smartphone,12,7102,77,NAO
8/11/2025,55.666.777/0001-03,Samsung,Galaxy Tab S9,Tablet,13,8098,29,NAO
8/11/2025,55.666.777/0001-03,Apple,iPad Pro M3,Tablet,1,8847,131,NAO
8/11/2025,55.666.777/0001-03,Samsung,Galaxy Watch 7,Smartwatch,11,6658,97,SIM
8/11/2025,55.666.777/0001-03,Apple,Apple Watch X,Smartwatch,11,6294,44,NAO
8/11/2025,55.666.777/0001-03,JBL,Tune 720BT,Fone de Ouvido,14,7199,22,NAO
8/11/2025,55.666.777/0001-03,Sony,WH-1000XM6,Fone de Ouvido,9,6699,77,NAO
8/11/2025,55.666.777/0001-04,Samsung,Galaxy S25,Smartphone,20,2078,122,SIM
8/11/2025,55.666.777/0001-04,Apple,iPhone 16 Pro,Smartphone,14,7047,83,NAO
8/11/2025,55.666.777/0001-04,OPPO,Find X7,Smartphone,17,6193,66,NAO
8/11/2025,55.666.777/0001-04,Xiaomi,14 Ultra,Smartphone,16,3172,72,NAO
8/11/2025,55.666.777/0001-04,Motorola,Edge 50,Smartphone,20,8588,56,NAO
8/11/2025,55.666.777/0001-04,Google,Pixel 9 Pro,Smartphone,20,8859,63,NAO
8/11/2025,55.666.777/0001-04,OnePlus,13 Pro,Smartphone,3,5426,45,NAO
8/11/2025,55.666.777/0001-04,Samsung,Galaxy Tab S9,Tablet,7,3178,100,NAO
